urn	text
urn:cts:greekLit:tlg5026.msA.normed:5.2003.lemma	βελος δ' ιθυνεν αθηνη και τα εξης
urn:cts:greekLit:tlg5026.msA.normed:5.2003.comment	ζητειται, πως διομηδους μεν ακοντισαντος πειζου πανδααρου δε απ υ αρματος ουτως εκ τουυ κοιλοτερου φερομενον το δορυ κατωφερη πεποιηκε την τρωσιν εστι δε λεγειν οτι πρωτον μεν αθηνα ην η κατευθυνουσα αυτο η ην δυνατον τουτο ποιησαι: επει δη οτι προς επινευσας ο πανδαρος ενεκα του θεασασθαι ει καιριως τετρωται ο διομηδης ουτως εβληθη δια της ρηνος την γλωσσαν: οι δε οτι εν ανομαλοις τοποις μαχαμενων εικος τα μεν αρματα εν χθαμαλωτεροις τοποις τρεχειν: τους δε πεζους απο μετεωρου μαχεσθαι ωστε και τον διομηδη αφ υψους βεβληκεναι ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2004.comment	οτι δηλωθεις τη ορμη του ηρωος ο πανδαρος συνεκαθισεν ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2005.lemma	αινειας δ' απορουσεν
urn:cts:greekLit:tlg5026.msA.normed:5.2005.comment	ιλιοδωρος στιζει εως του απορουσεν ειτα αρχεται απο του συν ασπιδι δουρι τε μακρω α γαρ ειλε φησι προτερον ταυτα τω πανδαρω μετεδωκεν: αιρει choice φησι την ασπιδα απο του νεκρου και καθοπλιζεται και το βληθεν υπο του διομηδους δορυ. τουτο δε ουκ εστιν αληθες ως οτι απο του πανδαρου ο αινειας αιρει τα οπλα. ου γαρ εδηλωσεν ο ποιητης: απιθανον τε αυτον ειναι τον αινειαν γυμνον παραδεδωκεναι τοις πολεμιοις. υποψυχρον τε το εκδεχεσθαι τον διομηδη εως ου καθοπλισηται ο αινειας . και μη ευθεως αυτον ανελειν. διο και ο ασκαλωνιτης συναπτει ωστε επι του αινειου κεισθαι το συν ασπιδι δουρι τε μακρω. και δηλον οτι ο πανδαρος υπ αλλου κατα το σιωπωμενον καθωπλιστο: ο δε αινειας εις το μεταφρενον μετενηνοχει την ασπιδα ειχε δε το δορυ παρακειμενον η εκειτο εν τω διφρω ωσπερ και νεστωρ ηνιοχων διομηδει ως σαφες εκ του εκτορος προσωπου αι κε λαβωμεν ασπιδα νεστορεην . ουτως δε και αυτομεδων ηνιοχει τω πατροκλω παραδους ουν τας ηνιας αλκιμεδοντι πολεμει τοις ιδιοις οπλοις. ταυτα ηρωδιανος εν τη προσωδια ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2006.lemma	αμφι δ αρ τω βαινε
urn:cts:greekLit:tlg5026.msA.normed:5.2006.comment	οτι απο των τετραποδων η μεταφορα προς το ος χρυσην αμφιβεβηκας ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2007.lemma	αλκι πεποιθως
urn:cts:greekLit:tlg5026.msA.normed:5.2007.comment	αλκι ως σαρκι και εστι κατα μεταπλασμον απο του αλκη τινες δε απο του αλκις αιολικου αυτο φασιν τοις γαρ εις η παρακειται εις ως εορτη και εορτις, και εν υπερθεσει εροτις. ειτε απευθειας της αλξ πεποιηται ως οιεται ο ασκαλωνιτης : τρυφων δε εν τω περι της αρχαιας αναγνωσεως φησιν οτι αρισταρχος λεγει οτι εθος αυτοις εστι λεγειν την ιωκην ιωκα και την κροκη κροκα και την αλκην αλκα ως σαρκα. η δε σαρκα ως αλκα, και αλκι ως σαρκι ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2008.lemma	σμερδαλεα ¨ιαχων
urn:cts:greekLit:tlg5026.msA.normed:5.2008.comment	βαρυνειν δει την ιαχων· ενεστωτος γαρ εστι, και παρατατικου. ου μεντοι περισπασθησεται, ως οιεται τυραννιων: διδασκει τα κινηματα· ημεις δε ιαχοντες . ει γαρ περιεσπατο ως νοουντες εγινετο επι δ'¨ιαχε λαος οπισθε τρεις δ' αιεν ¨ιαχοντος : ουτως ουν και το φθεγξομ' εγων ¨ιαχουσα οφειλομεν προπαροξυνειν⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2009.lemma	κοτυλην δε τε μιν
urn:cts:greekLit:tlg5026.msA.normed:5.2009.comment	κοτυλη, το κοιλον του οστεου ενθα η κεφαλη του μηρου ενστρεφεται: ισχιον: το υπο την οσφυν οστεον εις ο εγκειται το ιερον οστεον οπερ και γλουτος καλειται και κοτυλη παρα την κοιλοτητα⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2010.lemma	ωσε δ' απο ρινον
urn:cts:greekLit:tlg5026.msA.normed:5.2010.comment	ουχ ως οιεται ο ασκαλωνιτης αναστραφησεται η προθεσις επει το εξης εστιν απωσε μεταξυ γαρ πεπτωκεν ο δε ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2028.lemma	‡προσθε δε οι
urn:cts:greekLit:tlg5026.msA.normed:5.2028.comment	εμπροσθεν δε φησιν αυτου ουκ ως ατρωτω δε περιβαλλει τον πεπλον αυτω, αλλ‘ ινα κρυψη αυτον:
urn:cts:greekLit:tlg5026.msA.normed:5.2029.lemma	νοσφιν απο φλοισβου
urn:cts:greekLit:tlg5026.msA.normed:5.2029.comment	ουκ αναστρεπτεον. δυναται γαρ και γενικη συν ταττεσθαι και σημαινει το αποθεν ινα ομοιον η, το ουκ εθελεσκε μαχην απο τειχεος . η και παρελκεται ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2030.lemma	ον περι πασης
urn:cts:greekLit:tlg5026.msA.normed:5.2030.comment	ουκ αναστρεπτεον κειται γαρ αντι της υπερ. δεδηλωται δε ημιν εν τη αμφα εντελως οποτε διελαμβανομεν περι του αλλ‘ οδ' ανηρ εθελει περι παντων ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2031.lemma	κυπριν
urn:cts:greekLit:tlg5026.msA.normed:5.2031.comment	οι μεν την επιθυμιαν. οι δε την βαρβαρικην αφροσυνην αυτην ειναι λεγουσιν. ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2032.lemma	κατακοιρανεουσιν
urn:cts:greekLit:tlg5026.msA.normed:5.2032.comment	ο ασκαλωνιτης αναστρεφει ινα γενηται κατα πολεμον. δυναται δε εμφασις γενεσθαι ει συναπτοιτο, το κοιρανεουσιν ως ανακοιρανεοντα και εστιν ομοιον το ¨ιθακην κατακοιρανεουσιν ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2033.lemma	ενυω
urn:cts:greekLit:tlg5026.msA.normed:5.2033.comment	παρα το εναυειν ο σημαινει το εμφωνειν: τινες δε παρα το ενω ο σημαινει το φονευω ενθεν και αυτο εντης. παρ' αυτης δε και ο ενυαλιος ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2034.comment	κακως οσοι δασυνουσι το υ , του ενυω , αμεινον γαρ ψιλουν αναπεπλασται γαρ πολεμικη θεος ης οι νεωτεροι ποιηται υιον ειναι φασι τον αρεα . και δια τουτο καλεισθαι ενυαλιον μητρωνυμικως ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2035.lemma	αλλ' οτε δη ρ'
urn:cts:greekLit:tlg5026.msA.normed:5.2035.comment	το πληρες εστι διχα . ουχ ως οιεται ο ασκαλωνιτης . οτι το δη επλεονασε το ρ . δι ο βαρυνει ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2036.lemma	οπαζων
urn:cts:greekLit:tlg5026.msA.normed:5.2036.comment	η λεξις αυτη πλειονα σημαινει, ποτε μεν το περιποιειν και διδοναι, ως εκει τροσι τε και εκτορι κυδος οπαζει . ποτε δε το καταφερεσθαι ως εν εκεινοις χειμαρρους κατ‘ ορεσφιν οπαζομενος διος ομβρω ποτε δε το επιλεγεσθαι ως εκει η και νεστορος υιον οπασσατο κυδαλιμοιο : ποτε δε το διωκειν ως ενταυθα αλλ οτε δη ρ‘ εκιχανε πολυν καθ ομιλον οπαζων ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.2037.lemma	ενθ' επορεξαμενος
urn:cts:greekLit:tlg5026.msA.normed:5.2037.comment	
urn:cts:greekLit:tlg5026.msA.normed:5.3001.lemma	‡αλλ' οιον τινα·
urn:cts:greekLit:tlg5026.msA.normed:5.3001.comment	ταυτα. αφ ετερας αρχης παντως αναγνωστεον: εαν τε δασυνωμεν το οιον ως αριστοφανης και αρισταρχος : εαν τε ψιλωμεν ως παρμενισκος . μαλλον δε εκ του δασυνομενου ο θαυμασμος νοειται και μαλιστα ο τι προκειται το τινα ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.3002.lemma	αλλ οιον·
urn:cts:greekLit:tlg5026.msA.normed:5.3002.comment	νικιας ψιλοι, εκδεχομενος το μονον: αλλοι δε δασυνουσι θαυμαστικως εκδεχομενοι, ως και ηρακλεων ινα ομοιον η τω αλλ οιον τον τηλεφιδην : κεχρηται μεν ουν αυτο και ομοιωματικως: οιον τε κρομυοιο λοπον : και αντι του ως οιον αναιξας · τυραννιων δε αλλ οιον αναγινωσκει ως ετεροιον ομοιως τω αλλοιος μοι ξεινε : ημιν δε. δοκει θαυμαστικωτερον αναγινωσκειν ωσπερ και τοις περι ηρακλεωνα ινα ομοιον η τω οσσατιον τε και οιον και αλλ οιον τοδ' ερεξεν οιον τον τηλεφιδην : ουτως αρεσκει και φιλοξενω ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.3003.lemma	θρασυμεμνονα·
urn:cts:greekLit:tlg5026.msA.normed:5.3003.comment	τολμηρον θρασυν εν τω μενειν η θρασεως υπομενοντα εν τη μαχη⁑
urn:cts:greekLit:tlg5026.msA.normed:5.3004.lemma	κλυτοπωλω·
urn:cts:greekLit:tlg5026.msA.normed:5.3004.comment	ενδοξους ιππους εχοντι η ου κλυτη εστιν η επιπωλησις οιον ακουστη δια τας επι τοις αποθνησκουσιν οιμωγας. η οικετω η επιθετω και κατα του αδου κεχρησθαι. δια την της περσεφονης αρπαγην. η κλυτοπωλω τω ιππικω αρμοδιον δε το επιθετον τω αμα νοηματι, τα πανταχου ζωα καταλαμβανοντι⁑
urn:cts:greekLit:tlg5026.msA.normed:5.3005.lemma	‡και τον μεν αμαρτη
urn:cts:greekLit:tlg5026.msA.normed:5.3005.comment	το αμαρτη δασεως. περισπα δε, και ο ασκαλωνιτης και οι πλειους: οξυνει δε ο αρισταρχος βουλομενος αυτω του αμαρτηδην αποκεκοφθαι· διο και κατ αυτον χωρις του ι γεγραψεται. επικρατει μεντοι το περισπωμενον γενομενον παρα το αμα και το αρτω⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4000.lemma	ελκομενον το μεν ουτις επεφρασατ' ουδ' ενοησε·
urn:cts:greekLit:tlg5026.msA.normed:5.4000.comment	στικτεον επεφρασατο· η βραχυ διασταλτεον ιν' η εκ παραλληλου το επεφρασατο και ενοησεν⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4001.lemma	βεβληκει·
urn:cts:greekLit:tlg5026.msA.normed:5.4001.comment	οτι ακαταλληλως. εδει γαρ ειπειν μαιμωωσα οστεω εγχριμφθηναι ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4002.lemma	μαιμωωσα·
urn:cts:greekLit:tlg5026.msA.normed:5.4002.comment	ενθουσιωσα και οξεως ορμωσα η του αιματος γευστικως εχουδα του μ πλεοναζοντος ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4003.lemma	‡ η προτερω διος υιον·
urn:cts:greekLit:tlg5026.msA.normed:5.4003.comment	η ο γε των πλεονων ο μεν προτερος κειται αντι του ποτερον δι ο εγκλιτεον: τον δε δευτερον περισπαστεον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4004.lemma	χρομιον ·
urn:cts:greekLit:tlg5026.msA.normed:5.4004.comment	παροξυτην: αλιον προπαροξυτονως ειπομεν τα τοιαυτα τριβραχεα επι κυριων παροξυνεσθαι και εσημειουμεθα το αλιος ξενιος κρονιος . επεκρατησε δε και κατα την ομηρικην αναγνωσιν το αλιος προπαροξυνομενον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4005.lemma	κεκαφηοτα·
urn:cts:greekLit:tlg5026.msA.normed:5.4005.comment	εκπεπνευκοτα· καφος γαρ το πνευμα. ενθεν και κηπος ο πεπνευμενοσ τοπος⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4006.lemma	ουτε ποτε προτρεποντο·
urn:cts:greekLit:tlg5026.msA.normed:5.4006.comment	ουτως αρισταρχος αμφοτερα δια του ε προτρεποντο και επι νηων λεγει γαρ ουτε προτροπαδην εφευγον επι τας ναυς: η δε διπλη προς το σημαινομενον οτι αττικως εξενηνοχε ουκ εφευγον προτροπαδην επι τας ναυς ενιοι δε αγνοουντες γραφουσιν απο νηων: γινεται δε αδιανοητον ου γαρ απο των νεων φευγειν εμελλον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4007.lemma	εξεναριξαν·
urn:cts:greekLit:tlg5026.msA.normed:5.4007.comment	ουτως δια του α το εξεναριξαν ο τε αρης δηλον οτι και ο εκτωρ ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4008.lemma	αντιθεον·
urn:cts:greekLit:tlg5026.msA.normed:5.4008.comment	η διπλη προς την ομωνυμιαν οτι ομωνυμος ουτος τω αγαμεμνονος υιω τευθραντι⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4009.lemma	ος ρ' εν υλη ναιεσκε·
urn:cts:greekLit:tlg5026.msA.normed:5.4009.comment	οτι ζηνοδοτος γραφει υδη : εστι δε της λυδιας η υδη ο δε ανηρ βοιωτος και κωμη βοιωτιας η υλη και οτι ου συνεσταλμενως λεγεται η πολις . εκτεταται δε εν τω καταλογω δια μετρον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4010.lemma	κυκλα·
urn:cts:greekLit:tlg5026.msA.normed:5.4010.comment	οι τροχοι·
urn:cts:greekLit:tlg5026.msA.normed:5.4011.lemma	οκτακνημα·
urn:cts:greekLit:tlg5026.msA.normed:5.4011.comment	κνημαι καλουνται αι απο της χοινικιδος εως του τροχου ραβδοι·
urn:cts:greekLit:tlg5026.msA.normed:5.4012.lemma	αξων·
urn:cts:greekLit:tlg5026.msA.normed:5.4012.comment	το υποκειμενον τω αρματι ξυλον περι ο στρεφονται οι τροχοι ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4013.lemma	ι¨τυς·
urn:cts:greekLit:tlg5026.msA.normed:5.4013.comment	η αψις, εις ην αι κνημναι αι απο της χοινικιδος εμπηγνυνται, ηγουν η του τροχου περιφερεια παρα το ιεναι ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4014.lemma	επισσωτρα·
urn:cts:greekLit:tlg5026.msA.normed:5.4014.comment	οι σιδηροι κυκλοι οι ανωθεν περιβαλλομενοι τοις τροχοις και εφαπτομενοι της γης, οι καλουμενοι κανθοι⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4015.lemma	πλημναι·
urn:cts:greekLit:tlg5026.msA.normed:5.4015.comment	τα μεσα των συρργγιων εις ας εντιθεται ο αξων αι καλουμεναι χοινικιδες⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4016.lemma	διφρος·
urn:cts:greekLit:tlg5026.msA.normed:5.4016.comment	εφ ου εστασιν. ο τε ηνιοχος και ο παραβατης⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4017.lemma	αντυγες·
urn:cts:greekLit:tlg5026.msA.normed:5.4017.comment	αι περιφερειαι του διφρου αι αψιδες ων αντιλαμβανονται, οι αναβαινοντες επι το αρμα ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4018.comment	ρυμος το απο του διφρου μεχρι του ζυγου ξυλον απο του ερυειν⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4019.lemma	ζυγος·
urn:cts:greekLit:tlg5026.msA.normed:5.4019.comment	το επικειμενον τοις τραχηλοις των ιππων παρα το δυο εις αγειν αυτον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4020.lemma	λεπαδνα·
urn:cts:greekLit:tlg5026.msA.normed:5.4020.comment	πλατεις ιμαντες οις αναδεσμουνται οι τραχηλοι των ιππων προς τον ζυγον ως κοπτω κοπανον λεπω λεπαδνον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4021.lemma	πεπλον μεν κατεχευεν·
urn:cts:greekLit:tlg5026.msA.normed:5.4021.comment	οι αστερισκοι οτι ενταυθα μεν καλως κεινται: εν δε τη κολω μαχη: μηδεμιας φαινομενης αριστειας ου δεοντως: ο δε ζηνοδοτος τουτους μεν αθετει, εκεινους δε καταλειπει: τω δε τριτω παρακειται και διπλη οτι δασυνειν δει το η δε, επανελαβε γαρ ως εθος αυτω τον περι της αθηνας λογον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4022.lemma	πεπλον·
urn:cts:greekLit:tlg5026.msA.normed:5.4022.comment	γυναικειον ενδυμα τουτο εστι χιτων ον ουκ ενεδυοντο αλλ' επερονωντο: αρθεισων γαρ των περονων, καταρ ρεον φαινεται ο πεπλος εις το εδαφος: πρεπω πρεπαλος κατα συγκοπην πεπαλος: και κατα δευτεραν συγκοπην πεπλος⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4023.lemma	‡η δε χιτων ενδυσα·
urn:cts:greekLit:tlg5026.msA.normed:5.4023.comment	δασυντεον το η αρθρον γαρ εστιν αντωνυμικον: τινες δε ψιλουσι συνδεσμoν εκδεχομενοι τον η δε κακως·
urn:cts:greekLit:tlg5026.msA.normed:5.4024.comment	το ημιστιχιον. η τοις επανω η τοις εξης προσδοτεον: εαν μεν ουν τοις επανω μονος ο θωραξ εσται του διος · εαν δε τοις εξης. παντα εσται τα οπλα αυτου του διος . οπερ και πιθανον ουτως δε και αρισταρχος ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4025.lemma	σμερδνη·
urn:cts:greekLit:tlg5026.msA.normed:5.4025.comment	καταπληκτικη φοβερα : ωσπερ αλαπαζω αλαπαδνος ουτω μεριζω μεριδνος και σμερδνος⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4026.lemma	φαλοι·
urn:cts:greekLit:tlg5026.msA.normed:5.4026.comment	οι κατα το μειωπον της περι κεφαλαιας ασπιδισκοι⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4027.lemma	τετραφαληρον·
urn:cts:greekLit:tlg5026.msA.normed:5.4027.comment	φαλαρα οι εν ταις παραγναθισι κρικοι δι ων αι παραγναθιδες καταλαμβανονται την περικεφαλαιας⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4028.lemma	πρυλεεσσ'·
urn:cts:greekLit:tlg5026.msA.normed:5.4028.comment	πεζοις οπλιταις πρυλις ως δαμασω δαμαλις. περυω περυλις και πρυλις⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4029.lemma	δαμνησι,
urn:cts:greekLit:tlg5026.msA.normed:5.4029.comment	ο σιδωνιος ανευ του ι το δαμνησι, ο δε αρισταρχος συν τω ι ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4030.lemma	αυτομαται δε πυλαι·
urn:cts:greekLit:tlg5026.msA.normed:5.4030.comment	οτι πυλαι ουρανου τα νεφη ο γαρ υπερ ταυτα τοπος ομωνυμως τω στερεμνιω ουρανος καλειται⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4031.lemma	ουλυμποιο ·
urn:cts:greekLit:tlg5026.msA.normed:5.4031.comment	οτι ορος ο ολυμπος και οτι υπερθετικoν αντi απλου ακροτατη. αντι του ακρα: ου ζητητεον ουν πως τον υπερ τα νεφη τοπον ακροτατην ειρηκε κεφαληα: λεγει γαρ ακραν οι αν δηποτε⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4032.lemma	εκηλοι·
urn:cts:greekLit:tlg5026.msA.normed:5.4032.comment	δασυντεον παρα γαρ το εικων εγενετο οπερ εστι σημαντικον του υποχωρων και ησυχαζων: ο δε υποχωρων και ησυχαζει αλλως τε. το ε προ του κ δασυνεται μη ων εκ κλισεως η προθεσεως. η μεμελετηκος αφαιρεισθαι: οιον εκας εκατη , ουτως αρα και εκηλος μαχεται το εκεχειρια οπερ ουκ εχει γνησιον το κ απο του εχειν γενομενον⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4033.lemma	‡οσσον δ' ηεροειδες ανηρ·
urn:cts:greekLit:tlg5026.msA.normed:5.4033.comment	αναπεπταμενου του μεταξυ αερος και μηδενος εμποδιζοντος. η αερωδες σκοτεινον ηχι ροας⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4034.comment	ηχι ροας , οτι κατ αμφοτερων ρημα μεταξυ των ονοματων τεταχεν· εδει γαρ ηχι ροας σιμοεις , και σκαμανδρος συμβαλλετον, τουτω δε τω εθει πεπλεονακε, και αλκμαν · δι ο και καλειται αλκμανικον, ουχ οτι αυτος πρωτος εχρησατο, αλλ οτι τω τοιουτω εδει πεπλεονακε: το δε σχημα προ επιζευξιςπροθεις προςθεις γαρ εν ονομα δυικον, επαγει πληθυντικον, και λοιπον αναπληροι, τη επαγωγη· η μεν δη θαρσος μοι ενθα μεν εις αχεροντα ει δε κ' αρης αρχωσι μαχης: αλλαχου δε μεσσηγυς σιμοεντος ,ηδε ξανθοιο ροαων ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4035.lemma	στεντορι ·
urn:cts:greekLit:tlg5026.msA.normed:5.4035.comment	τινες αυτον θρακα ερμει δε περι μεγαλοφωνιας ερισαντα αναιρεθηναι· αυτον δε ευρειν και την δια κοχλου γραφην τινες δε αρκαδα φασι τον στεντορα και εν τω καταλογω πλαττουσι περι αυτου στιχους εν τισι δε ουκ ην ο στιχος δια την υπερβολην ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4036.lemma	αν δ' ισχων·
urn:cts:greekLit:tlg5026.msA.normed:5.4036.comment	ως λεγων εχων ουδε γαρ δυναται οξυνεσθαι ως δευτερου αοριστου ανευ γαρ του ι ελεγετο αν σχων: ζητειται ποτερον ισχων ως τρεχων η ως νοων ευρεθη γαρ ισχηκα ο παρακειμενος: αλλα τουτο ουδεν συμβαλλεται προς την ομηρικην αναγνωσιν παρ αυτω γαρ παντα τα κινηματα ως απο βαρυτονου ισχεσθ' αργειοι: ισχον γαρ πυργηδον: η τε πληθυντικη μετοχη χειρας τ' ανισχοντες ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4037.lemma	η ολιγον οι παιδα·
urn:cts:greekLit:tlg5026.msA.normed:5.4037.comment	οτι ου λεγει κατα τι ομοιον. αλλ αντι του ουδε ολως ομοιον τον δε η περισπαστεον βουλονται γαρ αυτον ισυδυναμειν το δη και βεβαιωτικον ειναι τοιουτος γαρ ο κατ αρχην ε την δε αντωνυμιαν ορθοτονουσιν, επει εις συνθετον μεταλαμβανεται ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4038.lemma	κουρους καδμειων προκαλιζετο παντα δ' ενικα·
urn:cts:greekLit:tlg5026.msA.normed:5.4038.comment	οτι ζηνοδοτος υποτασσει τουτω στιχον ρηιδιως τοιη οι εγων επιταρροθος ηα , εναντιουται δε· η γαρ αθηνα ου φησι παροτρυνειν αλλα κωλυειν κατηχθη δε ου δεοντως εκ του αγαμεμνονος λογου⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4039.lemma	η νυ σε που
urn:cts:greekLit:tlg5026.msA.normed:5.4039.comment	ο η οξυνεται διαζευκτικος γαρ φυλασσεται δε η οξεια δια το επιφερομενον νυ εγκλιτικον ο και αυτο εσχεν οξειαν δια την σε εγκλιτικην ουσαν⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4040.lemma	‡μαχην ανα κοιρανεοντα·
urn:cts:greekLit:tlg5026.msA.normed:5.4040.comment	οι μεν ανεστρεψαν ινα γενηται ανα την μαχην, αρισταρχος δε παρητησατο την ανα αναστρεψαι οποτε μη σημαντικη ειη του αναστηθι ινα μη συνεμπεση τω ζευ ανα δωδωναιε : εστι δε και νυν εκεινον προσθειναι τον λογον ως οτι οτ αν προθεσις αντι ετερας προθεσεως παραλαμβανηται: ουκ αναστρεφεται αλλ' οδ' ανηρ εθελει περι παντων εμμεναι , θειναι αθηναιης επι γουνασι : ουτως ουν κανθαδε δυναται η ανα αντι της κατα⁑
urn:cts:greekLit:tlg5026.msA.normed:5.4041.lemma	αλλοπρoσαλον·
urn:cts:greekLit:tlg5026.msA.normed:5.4041.comment	συνθετον εστι δι ο ου κατ' ιδιαν ο τονος της πρωτης λεξεως λεγεται ομοιως δε τω αλλοθροους αλλοειδεας ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5000.lemma	εμμεμαθια βριθοσυνη
urn:cts:greekLit:tlg5026.msA.normed:5.5000.comment	αθετουνται στιχοι δυο οτι ουκ αναγκαιοι και γελοιοι και τι εναντιον εχοντες. τι γαρ ει χειριστοι ησαν ταις ψυχαις: ευειδεις δε και ευσαρκοι⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5001.lemma	η τοι ο μεν περιφαντα
urn:cts:greekLit:tlg5026.msA.normed:5.5001.comment	οτι απο των ανδρων σκυλευοντα τον αρη ποιει. και οτι τινες γραφουσιν εξεναριξεν ; συντελικον δε γινεται δει δε παρατατικως· και γαρ επιφερει τον μεν αρης εναριζε μιαιφονος αντι του ανηρει⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5002.lemma	εγχει χαλκειω
urn:cts:greekLit:tlg5026.msA.normed:5.5002.comment	ειρηται περι των τοιουτων δοτικων ποτε κατα διαστασιν ως νυν, και ποτε κατα συναλιφην· και οτι το μετρον πολλακις αιτιοv και τα αντικειμενα καιτοι γε μετρου, μη εμποδιζοντος, ως τω, πληθει προσθε βαλοντες ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5003.lemma	νειατον ες κενεωνα
urn:cts:greekLit:tlg5026.msA.normed:5.5003.comment	οθι ζωννυεσκετο μιτρη οτι κατα τα κοιλα μερη εζωννυντο την μιτραν· και εστιν διδασκαλικος ο τοπος ο δε αρισταρχος μιτρη κατα δοτικην. εν δε τισι των υπομνηματων. οθι στελεσκετο μιτρη ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5011.lemma	οιη δ' εκ νεφεων ερεβεννη.
urn:cts:greekLit:tlg5026.msA.normed:5.5011.comment	προς την πλοκην του εξης λογου οια φαινεται αηρ εκ νεφεων δυσαεος ανεμυ ορνυμενου εκ καυματο
urn:cts:greekLit:tlg5026.msA.normed:5.5032.lemma	φαινεθ' ομου νεφεεσσι
urn:cts:greekLit:tlg5026.msA.normed:5.5032.comment	διασταλτε επι το νεφεεσσιν ου γαρ συν τοις νεφεσιν εις ουρανον ανηει αλλα κατ αυτα γενομενος ευρατο εξ ου το ταχος παριστησι· και του θεου την δυναμιν. δυναται δε ολος συναπτομενο ο στιχος δηλουν οτι νεφεσσι κεκαλυμμενο απο γης ανηρχετο⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5012.lemma	σοι παντες μαχομεσθα
urn:cts:greekLit:tlg5026.msA.normed:5.5012.comment	οτι αντι του δια σε· και οτι εμφαινει ως εκ μονου του διος γενομενης της αθηνας ⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5013.lemma	σοι τ' επιπειθονται
urn:cts:greekLit:tlg5026.msA.normed:5.5013.comment	προς το σχημα εδει γαρ πειθομεθα και δεδυμημεθα εκαστος⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5014.lemma	υπερθυμον διομηδεα
urn:cts:greekLit:tlg5026.msA.normed:5.5014.comment	αι αρισταρχου υπερφιαλον ουχ υπερθυμον ωσπερ αι δημωδεις⁑
urn:cts:greekLit:tlg5026.msA.normed:5.5015.lemma	κυπριδα μεν πρωτον
urn:cts:greekLit:tlg5026.msA.normed:5.5015.comment	ρητορικον το μη εκ των οικειων αρχεσθαι κατηγορι αλλ' εξ ετερων ωμολογημενων⁑
